Дата платежа;Сумма платежа;Дата покупки долга;Портфель;ClientID;Дата создания ClientID;UserID;Внутренняя служба;Дата закрепления;Дата открепления;Код получателя платежа
28.12.2021;3767,89;08.11.2017;Портфель4;2151603;21.12.2017;9698;Отдел Сопровождения Исполнительных Производств;19.10.2020;27.04.2022;20
14.11.2022;1;08.11.2017;Портфель5;2151589;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;27.09.2022;02.08.2023;66
12.02.2022;425,3;08.11.2017;Портфель1;2151591;21.12.2017;8073;Отдел взаимодействия;10.02.2022;14.02.2022;20
18.03.2022;10145,57;08.11.2017;Портфель2;2151629;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;21.02.2022;28.06.2022;20
27.04.2022;25081,99;08.11.2017;Портфель3;2151629;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;21.02.2022;28.06.2022;20
20.08.2020;1035,34;08.11.2017;Портфель4;2151639;21.12.2017;NULL;Отдел Сопровождения Исполнительных Производств;NULL;NULL;20
11.11.2020;2,68;08.11.2017;Портфель5;2151639;21.12.2017;NULL;Отдел юридического сопровождения;NULL;NULL;20
05.03.2020;0,04;08.11.2017;Портфель1;2151645;21.12.2017;2704;Отдел юридического сопровождения;31.01.2020;01.04.2020;20
09.04.2020;3070,41;08.11.2017;Портфель2;2151645;21.12.2017;8327;ОДВ-ДЗП;08.04.2020;17.04.2020;20
13.05.2020;99,55;08.11.2017;Портфель3;2151645;21.12.2017;10637;ОДВ-ДЗП;12.05.2020;30.06.2020;20
22.05.2020;35,9;08.11.2017;Портфель4;2151645;21.12.2017;10637;ОДВ-ДЗП;12.05.2020;30.06.2020;20
26.09.2019;1451,5;08.11.2017;Портфель5;2151653;21.12.2017;8749;Отдел Сопровождения Исполнительных Производств;10.09.2019;04.10.2019;NULL
22.10.2019;2451,5;08.11.2017;Портфель1;2151653;21.12.2017;8726;Отдел Сопровождения Исполнительных Производств;04.10.2019;02.12.2019;NULL
22.10.2019;6,06;08.11.2017;Портфель2;2151653;21.12.2017;8726;Отдел Сопровождения Исполнительных Производств;04.10.2019;02.12.2019;NULL
27.01.2020;828,07;08.11.2017;Портфель3;2151653;21.12.2017;8956;Отдел Сопровождения Исполнительных Производств;02.12.2019;02.03.2020;NULL
18.05.2020;1975,7;08.11.2017;Портфель4;2151653;21.12.2017;8606;Отдел Сопровождения Исполнительных Производств;02.03.2020;04.06.2020;20
23.08.2021;2010,64;08.11.2017;Портфель5;2151653;21.12.2017;12834;Отдел Сопровождения Исполнительных Производств;02.07.2021;30.08.2021;20
22.09.2021;2010,64;08.11.2017;Портфель1;2151653;21.12.2017;8711;Отдел Сопровождения Исполнительных Производств;30.08.2021;01.11.2021;20
22.02.2022;1770,13;08.11.2017;Портфель2;2151653;21.12.2017;13381;Отдел Сопровождения Исполнительных Производств;01.11.2021;07.06.2022;20
22.02.2022;200,71;08.11.2017;Портфель3;2151653;21.12.2017;13381;Отдел Сопровождения Исполнительных Производств;01.11.2021;07.06.2022;20
22.12.2021;1788,85;08.11.2017;Портфель4;2151653;21.12.2017;13381;Отдел Сопровождения Исполнительных Производств;01.11.2021;07.06.2022;20
22.02.2022;375,88;08.11.2017;Портфель5;2151653;21.12.2017;13381;Отдел Сопровождения Исполнительных Производств;01.11.2021;07.06.2022;20
22.02.2022;4507,4;08.11.2017;Портфель1;2151653;21.12.2017;13381;Отдел Сопровождения Исполнительных Производств;01.11.2021;07.06.2022;20
14.09.2022;2234,57;08.11.2017;Портфель2;2151653;21.12.2017;8711;Отдел Сопровождения Исполнительных Производств;07.06.2022;27.09.2022;20
29.05.2024;263,82;08.11.2017;Портфель3;2151653;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;27.09.2022;NULL;20
30.01.2020;310,09;08.11.2017;Портфель4;2151673;21.12.2017;9669;ОДВ-ДЗП;18.12.2019;17.02.2020;NULL
24.11.2023;400;08.11.2017;Портфель5;2151681;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;NULL;20
30.01.2020;1860,92;08.11.2017;Портфель1;2151673;21.12.2017;9669;ОДВ-ДЗП;18.12.2019;17.02.2020;NULL
21.07.2022;8,37;08.11.2017;Портфель2;2151689;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;30.06.2022;09.09.2022;20
03.08.2022;330,66;08.11.2017;Портфель3;2151689;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;30.06.2022;09.09.2022;20
14.09.2022;0,17;08.11.2017;Портфель4;2151689;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;20.02.2023;20
15.02.2023;473,65;08.11.2017;Портфель5;2151689;21.12.2017;NULL;Отдел Сопровождения Исполнительных Производств;NULL;NULL;20
15.02.2023;441,11;08.11.2017;Портфель1;2151689;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;20.02.2023;20
12.01.2023;4442,12;08.11.2017;Портфель2;2151689;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;20.02.2023;20
30.09.2022;47,56;08.11.2017;Портфель3;2151689;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;20.02.2023;20
15.02.2023;4558,89;08.11.2017;Портфель4;2151689;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;20.02.2023;20
15.02.2023;5156,01;08.11.2017;Портфель5;2151689;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;20.02.2023;20
03.06.2022;38,42;08.11.2017;Портфель1;2151711;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;24.02.2022;09.09.2022;20
21.04.2022;5;08.11.2017;Портфель2;2151711;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;24.02.2022;09.09.2022;20
11.04.2022;7,46;08.11.2017;Портфель3;2151711;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;24.02.2022;09.09.2022;20
25.04.2022;14,07;08.11.2017;Портфель4;2151711;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;24.02.2022;09.09.2022;20
23.05.2022;15,37;08.11.2017;Портфель5;2151711;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;24.02.2022;09.09.2022;20
12.01.2023;47,64;08.11.2017;Портфель1;2151711;21.12.2017;14651;Отдел Сопровождения Исполнительных Производств;31.10.2022;09.02.2023;20
20.12.2022;922,01;08.11.2017;Портфель2;2151711;21.12.2017;14651;Отдел Сопровождения Исполнительных Производств;31.10.2022;09.02.2023;20
16.01.2023;1536,68;08.11.2017;Портфель3;2151711;21.12.2017;14651;Отдел Сопровождения Исполнительных Производств;31.10.2022;09.02.2023;20
07.07.2023;3841,69;08.11.2017;Портфель4;2151711;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;09.02.2023;24.07.2023;20
17.05.2023;768,34;08.11.2017;Портфель5;2151711;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;09.02.2023;24.07.2023;20
17.05.2023;522,47;08.11.2017;Портфель1;2151711;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;09.02.2023;24.07.2023;20
14.07.2023;16319,9;08.11.2017;Портфель2;2151711;21.12.2017;14499;Отдел Сопровождения Исполнительных Производств;09.02.2023;24.07.2023;20
14.08.2019;0,05;08.11.2017;Портфель3;2151727;21.12.2017;8442;ОПЗХ;18.07.2019;04.09.2019;NULL
26.08.2019;246,28;08.11.2017;Портфель4;2151753;21.12.2017;8058;Отдел взаимодействия;29.04.2019;04.09.2019;NULL
14.04.2020;410,91;08.11.2017;Портфель5;2151695;21.12.2017;8606;Отдел Сопровождения Исполнительных Производств;02.03.2020;04.06.2020;20
18.04.2022;12,68;08.11.2017;Портфель1;2151711;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;24.02.2022;09.09.2022;20
01.03.2021;0,51;08.11.2017;Портфель2;2151761;21.12.2017;8066;Отдел взаимодействия;09.02.2021;02.07.2021;20
08.10.2021;9980;08.11.2017;Портфель3;2151769;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;12.07.2021;04.07.2022;20
03.12.2021;5300;08.11.2017;Портфель4;2151769;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;12.07.2021;04.07.2022;20
08.02.2022;100;08.11.2017;Портфель5;2151769;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;12.07.2021;04.07.2022;20
08.10.2021;20;08.11.2017;Портфель1;2151769;21.12.2017;8737;Отдел Сопровождения Исполнительных Производств;12.07.2021;04.07.2022;20
06.02.2020;1878,75;08.11.2017;Портфель2;2151779;21.12.2017;4915;ОПЗХ;03.12.2019;11.02.2020;NULL
25.12.2019;557,05;08.11.2017;Портфель3;2151779;21.12.2017;4915;ОПЗХ;03.12.2019;11.02.2020;NULL
27.01.2020;96,45;08.11.2017;Портфель4;2151779;21.12.2017;4915;ОПЗХ;03.12.2019;11.02.2020;NULL
27.01.2020;504,81;08.11.2017;Портфель5;2151779;21.12.2017;4915;ОПЗХ;03.12.2019;11.02.2020;NULL
05.12.2019;0,03;08.11.2017;Портфель1;2151779;21.12.2017;4915;ОПЗХ;03.12.2019;11.02.2020;NULL
14.10.2022;3,59;27.08.2019;Портфель2;5583441;27.08.2019;14050;Отдел Сопровождения Исполнительных Производств;30.06.2022;09.01.2023;7
08.06.2020;20;27.08.2019;Портфель3;5583459;27.08.2019;8066;Отдел взаимодействия;13.03.2020;30.09.2020;7
10.06.2020;20;27.08.2019;Портфель4;5583459;27.08.2019;8066;Отдел взаимодействия;13.03.2020;30.09.2020;7
28.07.2020;47,5;27.08.2019;Портфель5;5583459;27.08.2019;8066;Отдел взаимодействия;13.03.2020;30.09.2020;7
02.09.2021;20;27.08.2019;Портфель1;5583459;27.08.2019;8066;Отдел взаимодействия;15.03.2021;30.11.2021;7
16.11.2021;5041;27.08.2019;Портфель2;5583459;27.08.2019;8066;Отдел взаимодействия;15.03.2021;30.11.2021;7
23.08.2021;20;27.08.2019;Портфель3;5583459;27.08.2019;8066;Отдел взаимодействия;15.03.2021;30.11.2021;7
07.07.2021;20;27.08.2019;Портфель4;5583459;27.08.2019;8066;Отдел взаимодействия;15.03.2021;30.11.2021;7
19.04.2021;3,97;27.08.2019;Портфель5;5583493;27.08.2019;8066;Отдел взаимодействия;18.12.2020;20.05.2021;7
11.03.2020;229,83;27.08.2019;Портфель1;5583501;27.08.2019;8066;Отдел взаимодействия;11.03.2020;14.08.2020;NULL
11.03.2020;5;27.08.2019;Портфель2;5583501;27.08.2019;8066;Отдел взаимодействия;11.03.2020;14.08.2020;NULL
10.03.2021;25856,1;27.08.2019;Портфель3;5583507;27.08.2019;8066;Отдел взаимодействия;22.01.2021;18.08.2021;7
31.03.2021;0,26;27.08.2019;Портфель4;5583515;27.08.2019;8066;Отдел взаимодействия;24.03.2021;05.08.2021;7
18.04.2022;20;09.10.2019;Портфель5;6041421;09.10.2019;8413;Отдел Сопровождения Исполнительных Производств;06.04.2022;06.07.2022;56
18.04.2022;84,45;09.10.2019;Портфель1;6041421;09.10.2019;8413;Отдел Сопровождения Исполнительных Производств;06.04.2022;06.07.2022;56
18.04.2022;1057,51;09.10.2019;Портфель2;6041421;09.10.2019;8413;Отдел Сопровождения Исполнительных Производств;06.04.2022;06.07.2022;56
18.04.2022;10423,14;09.10.2019;Портфель3;6041421;09.10.2019;8413;Отдел Сопровождения Исполнительных Производств;06.04.2022;06.07.2022;56
11.08.2022;423,59;25.11.2019;Портфель4;6140683;25.11.2019;8413;Отдел Сопровождения Исполнительных Производств;30.06.2022;09.01.2023;7
31.03.2021;11000;25.11.2019;Портфель5;6140687;25.11.2019;9665;Отдел юридического сопровождения;30.03.2021;01.04.2021;7
24.01.2023;200;25.11.2019;Портфель1;6140717;25.11.2019;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;20.06.2023;7
24.07.2024;1376;25.11.2019;Портфель2;6140755;25.11.2019;8066;Отдел взаимодействия;01.07.2024;NULL;152
28.06.2021;68,4;25.11.2019;Портфель3;6140853;25.11.2019;8066;Отдел взаимодействия;26.03.2021;03.08.2021;7
22.07.2021;3160,1;25.11.2019;Портфель4;6140909;25.11.2019;8066;Отдел взаимодействия;21.07.2021;26.07.2021;7
14.03.2023;0,95;25.11.2019;Портфель5;6141183;25.11.2019;14499;Отдел Сопровождения Исполнительных Производств;06.12.2022;NULL;7
18.08.2022;561,03;23.12.2019;Портфель1;6175843;23.12.2019;13105;Отдел Сопровождения Исполнительных Производств;30.06.2022;09.01.2023;7
27.01.2023;428,55;23.12.2019;Портфель2;6175843;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;09.01.2023;08.09.2023;7
28.11.2022;479,96;23.12.2019;Портфель3;6175843;23.12.2019;13105;Отдел Сопровождения Исполнительных Производств;30.06.2022;09.01.2023;7
07.02.2022;271,78;23.12.2019;Портфель4;6175801;23.12.2019;13541;Отдел Сопровождения Исполнительных Производств;13.12.2021;09.01.2023;7
21.04.2022;702,49;23.12.2019;Портфель5;6175801;23.12.2019;13541;Отдел Сопровождения Исполнительных Производств;13.12.2021;09.01.2023;7
16.02.2022;550,88;23.12.2019;Портфель1;6175801;23.12.2019;13541;Отдел Сопровождения Исполнительных Производств;13.12.2021;09.01.2023;7
07.02.2022;913,27;23.12.2019;Портфель2;6175801;23.12.2019;13541;Отдел Сопровождения Исполнительных Производств;13.12.2021;09.01.2023;7
21.04.2022;749,57;23.12.2019;Портфель3;6175801;23.12.2019;13541;Отдел Сопровождения Исполнительных Производств;13.12.2021;09.01.2023;7
07.02.2022;365,8;23.12.2019;Портфель4;6175801;23.12.2019;13541;Отдел Сопровождения Исполнительных Производств;13.12.2021;09.01.2023;7
16.02.2022;1017,58;23.12.2019;Портфель5;6175801;23.12.2019;13541;Отдел Сопровождения Исполнительных Производств;13.12.2021;09.01.2023;7
07.02.2022;494,16;23.12.2019;Портфель1;6175801;23.12.2019;13541;Отдел Сопровождения Исполнительных Производств;13.12.2021;09.01.2023;7
03.12.2020;469,02;23.12.2019;Портфель2;6175809;23.12.2019;8067;Отдел взаимодействия;16.10.2020;03.02.2021;7
20.08.2021;0,91;23.12.2019;Портфель3;6175821;23.12.2019;8066;Отдел взаимодействия;17.08.2021;21.08.2021;7
09.03.2021;77,68;23.12.2019;Портфель4;6175839;23.12.2019;11189;Отдел взаимодействия;20.01.2021;29.04.2021;7
05.04.2021;24,55;23.12.2019;Портфель5;6175787;23.12.2019;9406;Отдел взаимодействия;01.04.2021;30.06.2021;7
18.09.2020;0,53;23.12.2019;Портфель1;6175875;23.12.2019;8066;Отдел взаимодействия;09.09.2020;03.12.2020;7
18.09.2020;0,63;23.12.2019;Портфель2;6175875;23.12.2019;8066;Отдел взаимодействия;09.09.2020;03.12.2020;7
29.01.2021;2,58;23.12.2019;Портфель3;6175887;23.12.2019;8066;Отдел взаимодействия;29.09.2020;25.02.2021;7
13.09.2022;218,73;23.12.2019;Портфель4;6175931;23.12.2019;11972;Отдел Сопровождения Исполнительных Производств;27.09.2021;01.11.2022;7
22.08.2024;826,08;23.12.2019;Портфель5;6175957;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;27.09.2022;NULL;7
14.11.2023;190,71;23.12.2019;Портфель1;6175957;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;27.09.2022;NULL;7
04.05.2023;2,06;23.12.2019;Портфель2;6175967;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;14.11.2023;7
18.01.2023;8050,79;23.12.2019;Портфель3;6175969;23.12.2019;8066;Отдел взаимодействия;26.09.2022;NULL;7
18.01.2023;8124;23.12.2019;Портфель4;6175969;23.12.2019;8066;Отдел взаимодействия;26.09.2022;NULL;7
06.04.2023;0,04;23.12.2019;Портфель5;6175953;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;NULL;7
12.09.2023;301,5;23.12.2019;Портфель1;6176017;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
17.05.2024;371,14;23.12.2019;Портфель2;6176017;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
29.06.2023;85,62;23.12.2019;Портфель3;6176017;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
15.10.2021;488,63;23.12.2019;Портфель4;6176025;23.12.2019;12489;Отдел Сопровождения Исполнительных Производств;07.04.2021;01.11.2022;7
15.10.2021;76,81;23.12.2019;Портфель5;6176025;23.12.2019;12489;Отдел Сопровождения Исполнительных Производств;07.04.2021;01.11.2022;7
29.06.2023;217,83;23.12.2019;Портфель1;6176027;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;26.10.2023;7
29.03.2023;372,57;23.12.2019;Портфель2;6176027;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;09.09.2022;26.10.2023;7
26.07.2022;74,55;23.12.2019;Портфель3;6176051;23.12.2019;11410;Отдел Сопровождения Исполнительных Производств;13.12.2021;27.09.2022;7
10.04.2024;70,93;23.12.2019;Портфель4;6176083;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;05.09.2023;25.07.2024;7
20.02.2024;261,5;23.12.2019;Портфель5;6176083;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;05.09.2023;25.07.2024;7
21.07.2022;557,68;23.12.2019;Портфель1;6176107;23.12.2019;13541;Отдел Сопровождения Исполнительных Производств;04.07.2022;09.01.2023;7
11.07.2022;121,05;23.12.2019;Портфель2;6176107;23.12.2019;13541;Отдел Сопровождения Исполнительных Производств;04.07.2022;09.01.2023;7
03.02.2023;0,06;23.12.2019;Портфель3;6176107;23.12.2019;8703;Отдел Сопровождения Исполнительных Производств;11.01.2023;16.05.2023;7
07.02.2023;147,33;23.12.2019;Портфель4;6176107;23.12.2019;8703;Отдел Сопровождения Исполнительных Производств;11.01.2023;16.05.2023;7
03.02.2023;374,62;23.12.2019;Портфель5;6176107;23.12.2019;8703;Отдел Сопровождения Исполнительных Производств;11.01.2023;16.05.2023;7
04.08.2023;0,33;23.12.2019;Портфель1;6176091;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;10.01.2023;28.12.2023;7
16.11.2023;126,92;23.12.2019;Портфель2;6175361;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
02.11.2022;20,58;23.12.2019;Портфель3;6175361;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
21.04.2023;400,56;23.12.2019;Портфель4;6175361;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
16.11.2023;11,31;23.12.2019;Портфель5;6175361;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
14.11.2023;2304,78;23.12.2019;Портфель1;6175377;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;03.05.2023;NULL;7
16.08.2023;413,76;23.12.2019;Портфель2;6175377;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;03.05.2023;NULL;7
01.02.2024;41,73;23.12.2019;Портфель3;6175377;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;03.05.2023;NULL;7
28.11.2023;1889,38;23.12.2019;Портфель4;6175399;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
14.05.2024;1,36;23.12.2019;Портфель5;6175399;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
07.04.2023;1136,67;23.12.2019;Портфель1;6175399;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
14.05.2024;34,21;23.12.2019;Портфель2;6175399;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
17.07.2023;520,41;23.12.2019;Портфель3;6175399;23.12.2019;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
27.10.2022;7,99;23.12.2019;Портфель4;6175441;23.12.2019;12488;Отдел Сопровождения Исполнительных Производств;01.08.2022;01.11.2022;7
01.08.2024;1300,86;23.12.2019;Портфель5;6175477;23.12.2019;14900;Отдел Сопровождения Исполнительных Производств;07.08.2023;NULL;7
15.09.2021;10,66;25.11.2019;Портфель1;6139163;25.11.2019;8066;Отдел взаимодействия;01.09.2021;30.11.2021;7
12.10.2023;47,4;25.11.2019;Портфель2;6139335;25.11.2019;9698;Отдел Сопровождения Исполнительных Производств;11.11.2021;NULL;7
13.09.2023;47,4;25.11.2019;Портфель3;6139335;25.11.2019;9698;Отдел Сопровождения Исполнительных Производств;11.11.2021;NULL;7
07.08.2024;2023,34;25.11.2019;Портфель4;6139249;25.11.2019;9698;Отдел Сопровождения Исполнительных Производств;03.07.2024;NULL;152
13.09.2023;170,75;25.11.2019;Портфель5;6139473;25.11.2019;9698;Отдел Сопровождения Исполнительных Производств;07.05.2021;29.03.2024;7
14.07.2022;229,12;25.11.2019;Портфель1;6139473;25.11.2019;9698;Отдел Сопровождения Исполнительных Производств;07.05.2021;29.03.2024;7
24.10.2018;120,16;22.12.2017;Портфель2;2199717;26.12.2017;3659;Отдел юридического сопровождения;13.10.2018;08.11.2018;NULL
05.12.2018;2250;22.12.2017;Портфель3;2199717;26.12.2017;4915;ОПЗХ;05.12.2018;25.09.2019;7
30.01.2019;5533,95;22.12.2017;Портфель4;2199717;26.12.2017;4915;ОПЗХ;05.12.2018;25.09.2019;7
25.12.2018;5674,66;22.12.2017;Портфель5;2199717;26.12.2017;4915;ОПЗХ;05.12.2018;25.09.2019;7
29.10.2019;1000;22.12.2017;Портфель1;2199723;26.12.2017;8934;Отдел Сопровождения Исполнительных Производств;04.10.2019;05.12.2019;NULL
12.12.2019;3248,86;22.12.2017;Портфель2;2199723;26.12.2017;8079;ОДВ-ДЗП;05.12.2019;17.12.2019;NULL
23.11.2018;0,01;22.12.2017;Портфель3;2199725;26.12.2017;3659;Отдел юридического сопровождения;13.10.2018;05.12.2018;7
23.11.2018;7;22.12.2017;Портфель4;2199725;26.12.2017;3659;Отдел юридического сопровождения;13.10.2018;05.12.2018;7
23.11.2018;122;22.12.2017;Портфель5;2199725;26.12.2017;3659;Отдел юридического сопровождения;13.10.2018;05.12.2018;7
25.10.2022;493,45;22.12.2017;Портфель1;2199733;26.12.2017;9406;Отдел взаимодействия;11.10.2022;11.05.2023;7
12.07.2021;5,02;22.12.2017;Портфель2;2199757;26.12.2017;12191;Отдел Сопровождения Исполнительных Производств;16.02.2021;01.12.2021;52
28.06.2021;2000;22.12.2017;Портфель3;2199757;26.12.2017;12191;Отдел Сопровождения Исполнительных Производств;16.02.2021;01.12.2021;52
28.06.2021;46;22.12.2017;Портфель4;2199757;26.12.2017;12191;Отдел Сопровождения Исполнительных Производств;16.02.2021;01.12.2021;52
28.06.2021;11;22.12.2017;Портфель5;2199757;26.12.2017;12191;Отдел Сопровождения Исполнительных Производств;16.02.2021;01.12.2021;52
30.09.2021;6,1;22.12.2017;Портфель1;2199757;26.12.2017;12191;Отдел Сопровождения Исполнительных Производств;16.02.2021;01.12.2021;52
27.08.2021;7500;22.12.2017;Портфель2;2199757;26.12.2017;12191;Отдел Сопровождения Исполнительных Производств;16.02.2021;01.12.2021;52
17.07.2024;2319,87;22.12.2017;Портфель3;2199759;26.12.2017;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
13.12.2023;114,18;22.12.2017;Портфель4;2199759;26.12.2017;14499;Отдел Сопровождения Исполнительных Производств;01.11.2022;NULL;7
29.10.2018;6500;22.12.2017;Портфель5;2199765;26.12.2017;3659;Отдел юридического сопровождения;13.10.2018;25.09.2019;NULL
29.01.2019;20,06;22.12.2017;Портфель1;2199769;26.12.2017;4915;ОПЗХ;05.12.2018;17.04.2019;7
29.01.2019;7,64;22.12.2017;Портфель2;2199769;26.12.2017;4915;ОПЗХ;05.12.2018;17.04.2019;7
15.05.2019;25604,14;22.12.2017;Портфель3;2199769;26.12.2017;4916;ОПЗХ;17.04.2019;25.09.2019;NULL
28.02.2019;611,04;22.12.2017;Портфель4;2199771;26.12.2017;4915;ОПЗХ;05.12.2018;09.09.2019;7
28.02.2019;941,73;22.12.2017;Портфель5;2199771;26.12.2017;4915;ОПЗХ;05.12.2018;09.09.2019;7
01.04.2019;117,83;22.12.2017;Портфель1;2199771;26.12.2017;4915;ОПЗХ;05.12.2018;09.09.2019;7
01.04.2019;1941,73;22.12.2017;Портфель2;2199771;26.12.2017;4915;ОПЗХ;05.12.2018;09.09.2019;7
28.02.2019;117,83;22.12.2017;Портфель3;2199771;26.12.2017;4915;ОПЗХ;05.12.2018;09.09.2019;7
14.04.2021;2406,51;27.08.2019;Портфель4;5580819;27.08.2019;8067;Отдел взаимодействия;08.12.2020;13.05.2021;7
09.06.2021;0,61;27.08.2019;Портфель5;5580889;27.08.2019;4915;ОПЗХ;14.01.2021;15.07.2021;7
30.10.2023;795,29;27.08.2019;Портфель1;5580923;27.08.2019;14499;Отдел Сопровождения Исполнительных Производств;09.01.2023;NULL;7
04.05.2021;4143,16;27.08.2019;Портфель2;5580925;27.08.2019;8068;Отдел взаимодействия;12.04.2021;13.05.2021;7
04.05.2021;30,39;27.08.2019;Портфель3;5580925;27.08.2019;8068;Отдел взаимодействия;12.04.2021;13.05.2021;7
29.04.2021;1983,41;27.08.2019;Портфель4;5580889;27.08.2019;4915;ОПЗХ;14.01.2021;15.07.2021;7
07.10.2019;200;27.08.2019;Портфель5;5580951;27.08.2019;1343;NULL;23.09.2019;20.11.2019;7
08.03.2021;100;27.08.2019;Портфель1;5580951;27.08.2019;9664;Досудебное взыскание задолженности;07.05.2020;12.03.2021;NULL
16.04.2021;100;27.08.2019;Портфель2;5580951;27.08.2019;12342;Досудебное взыскание задолженности;19.03.2021;08.07.2022;7
11.03.2022;0,01;27.08.2019;Портфель3;5580995;27.08.2019;8703;Отдел Сопровождения Исполнительных Производств;31.08.2021;29.04.2022;7
26.08.2022;7939,75;27.08.2019;Портфель4;5580999;27.08.2019;12714;Отдел Сопровождения Исполнительных Производств;30.06.2022;01.09.2022;7
02.02.2023;2689,71;27.08.2019;Портфель5;5580999;27.08.2019;14499;Отдел Сопровождения Исполнительных Производств;09.01.2023;29.03.2023;7
18.02.2022;3,39;27.08.2019;Портфель1;5580995;27.08.2019;8703;Отдел Сопровождения Исполнительных Производств;31.08.2021;29.04.2022;7
24.03.2020;6340,58;27.08.2019;Портфель2;5581011;27.08.2019;8066;Отдел взаимодействия;17.03.2020;18.08.2020;NULL
24.03.2020;34,21;27.08.2019;Портфель3;5581011;27.08.2019;8066;Отдел взаимодействия;17.03.2020;18.08.2020;NULL
24.03.2020;12,43;27.08.2019;Портфель4;5581011;27.08.2019;8066;Отдел взаимодействия;17.03.2020;18.08.2020;NULL
24.03.2020;7,77;27.08.2019;Портфель5;5581011;27.08.2019;8066;Отдел взаимодействия;17.03.2020;18.08.2020;NULL
24.03.2020;16,16;27.08.2019;Портфель1;5581011;27.08.2019;8066;Отдел взаимодействия;17.03.2020;18.08.2020;NULL
23.07.2021;2302,15;27.08.2019;Портфель2;5581011;27.08.2019;9698;Отдел Сопровождения Исполнительных Производств;07.05.2021;24.01.2022;7
01.06.2022;1421,42;27.08.2019;Портфель3;5581023;27.08.2019;12714;Отдел Сопровождения Исполнительных Производств;06.04.2022;01.09.2022;7
12.07.2021;50,61;27.08.2019;Портфель4;5581031;27.08.2019;11189;Отдел взаимодействия;29.06.2021;13.08.2021;7
18.06.2021;0,5;27.08.2019;Портфель5;5581035;27.08.2019;8066;Отдел взаимодействия;13.04.2021;07.09.2021;7
27.08.2021;0,91;27.08.2019;Портфель1;5581035;27.08.2019;8066;Отдел взаимодействия;13.04.2021;07.09.2021;7
